exam_type,subject,year,region,data_type,grade_system,g1,g2,g3,g4,g5,g6,g7,g8,g9,g10,u,pass_rate,pass_threshold,candidates
GCSE,English,2009,UK,Exam,A*-G,4.1,11.5,19.5,27.6,20.4,9.6,4.2,1.8,,,1.3,62.7,A*-C,701196
GCSE,English,2008,UK,Exam,A*-G,4.0,11.5,20.1,27.3,19.8,9.9,4.3,1.8,,,1.3,62.9,A*-C,721577
GCSE,English,2007,UK,Exam,A*-G,3.8,11.5,19.7,27.2,19.9,10.2,4.5,1.9,,,1.3,62.2,A*-C,732293
GCSE,English,2006,UK,Exam,A*-G,3.9,11.3,19.4,27.0,20.0,10.2,4.8,2.0,,,1.4,61.6,A*-C,721762
GCSE,English,2005,UK,Exam,A*-G,3.7,11.4,19.3,26.5,19.8,10.6,5.0,2.2,,,1.5,60.9,A*-C,708569
GCSE,English,2004,UK,Exam,A*-G,3.6,11.1,18.6,26.6,19.8,10.7,5.5,2.4,,,1.7,59.9,A*-C,688438
GCSE,English,2003,UK,Exam,A*-G,3.1,11.2,19.7,25.7,20.2,11.0,5.4,2.4,,,1.3,59.7,A*-C,688438
GCSE,English,2002,UK,Exam,A*-G,2.8,10.7,19.8,26.2,20.4,11.3,5.4,2.2,,,1.2,59.5,A*-C,667476
GCSE,English,2001,UK,Exam,A*-G,3.1,10.5,18.5,26.4,21.1,11.5,5.6,2.2,,,1.1,58.5,A*-C,666793
GCSE,English,2000,UK,Exam,A*-G,2.9,10.3,19.0,26.4,20.8,11.8,5.6,2.2,,,1.0,58.6,A*-C,647436
GCSE,English,1999,UK,Exam,A*-G,2.5,9.7,18.9,26.6,21.5,12.1,5.8,2.0,,,0.9,57.7,A*-C,638018
GCSE,English,1998,UK,Exam,A*-G,2.4,9.1,17.9,27.1,21.6,12.4,6.3,2.3,,,1.0,56.5,A*-C,637748
GCSE,English,1997,UK,Exam,A*-G,2.0,8.7,18.8,26.5,22.1,12.4,6.8,2.3,,,0.5,56.0,A*-C,649559
GCSE,English,1996,UK,Exam,A*-G,2.0,9.0,19.3,26.5,21.8,11.9,6.7,2.3,,,0.5,56.8,A*-C,663009
GCSE,English,1995,UK,Exam,A*-G,1.8,9.1,19.5,26.8,21.8,11.9,6.4,2.2,,,0.5,57.2,A*-C,648987
GCSE,English,1994,UK,Exam,A*-G,1.8,8.9,20.1,27.6,20.6,11.2,7.5,1.9,,,0.4,58.4,A*-C,605182
GCSE,English,1993,UK,Exam,A*-G,,,,,,,,,,,0.3,57.3,A*-C,632793
GCSE,English Literature,2025,England,Exam,9-1,3.6,6.0,10.6,18.3,19.4,16.1,12.3,7.4,4.0,,2.3,74.0,9-4,608110
GCSE,English Literature,2024,England,Exam,9-1,3.5,6.2,10.4,16.9,19.7,17.1,12.3,7.3,4.4,,2.2,73.7,9-4,615220
GCSE,English Literature,2023,England,Exam,9-1,3.7,6.4,10.6,17.2,19.8,16.3,12.1,7.7,4.4,,2.0,73.9,9-4,594531
GCSE,English Literature,2022,England,Exam,9-1,4.3,7.4,12.1,18.8,19.5,15.4,11.5,6.2,3.2,,1.6,77.5,9-4,572821
GCSE,English Literature,2021,England,Exam,9-1,4.9,8.0,12.8,17.7,19.5,17.4,10.7,5.4,2.5,,1.1,80.3,9-4,569875
GCSE,English Literature,2020,England,Exam,9-1,4.7,7.3,12.3,17.9,19.6,17.9,11.7,5.6,2.4,,0.6,79.7,9-4,559893
GCSE,English Literature,2019,England,Exam,9-1,3.6,6.2,10.4,16.7,19.4,17.1,14.0,7.1,3.8,,1.7,73.4,9-4,546677
GCSE,English Literature,2018,UK,Exam,A*-G,3.4,6.1,10.0,16.4,19.6,17.4,13.4,7.9,,,1.8,72.9,A*-C,530861
GCSE,English Literature,2018,UK,Exam,A*-G,3.4,6.1,10.0,16.4,19.6,17.4,13.4,7.9,,,1.8,72.9,A*-C,532264
GCSE,English Literature,2017,UK,Exam,A*-G,3.2,6.1,9.5,16.7,19.2,17.3,13.6,8.2,,,1.9,72.0,A*-C,547809
GCSE,English Literature,2018,UK,Exam,A*-G,6.8,19.5,31.1,24.6,10.5,3.7,2.1,0.9,,,0.8,82.0,A*-C,33527
GCSE,English Literature,2017,UK,Exam,A*-G,7.8,20.8,32.2,24.2,10.2,2.7,1.2,0.5,,,0.4,85.0,A*-C,26549
GCSE,English Literature,2016,UK,Exam,A*-G,5.1,16.2,27.8,25.9,14.7,6.1,2.4,0.9,,,0.7,75.1,A*-C,414286
GCSE,English Literature,2015,UK,Exam,A*-G,4.9,16.8,29.0,24.9,14.3,6.0,2.4,0.9,,,0.8,75.6,A*-C,436546
GCSE,English Literature,2014,UK,Exam,A*-G,5.2,16.8,28.6,25.7,14.3,5.6,2.1,0.8,,,0.9,76.3,A*-C,478575
GCSE,English Literature,2013,UK,Exam,A*-G,5.5,17.3,28.8,25.2,14.0,5.3,2.2,0.9,,,0.8,76.8,A*-C,475031
GCSE,English Literature,2012,UK,Exam,A*-G,5.8,17.4,28.0,25.1,14.0,5.6,2.3,1.0,,,0.8,76.3,A*-C,468196
GCSE,English Literature,2011,UK,Exam,A*-G,6.2,18.8,28.6,24.8,12.8,4.9,1.8,0.8,,,1.3,78.4,A*-C,490056
GCSE,English Literature,2010,UK,Exam,A*-G,5.9,17.7,26.0,26.7,13.9,5.5,2.0,0.9,,,1.4,76.3,A*-C,513523
GCSE,English Literature,2009,UK,Exam,A*-G,5.6,16.8,24.8,26.3,14.6,6.7,2.7,1.1,,,1.4,73.5,A*-C,528315
GCSE,English Literature,2008,UK,Exam,A*-G,5.1,15.5,23.9,25.8,15.8,7.8,3.1,1.3,,,1.7,70.3,A*-C,558387
GCSE,English Literature,2007,UK,Exam,A*-G,4.9,15.2,23.3,25.9,15.9,8.1,3.4,1.5,,,1.8,69.3,A*-C,569456
GCSE,English Literature,2006,UK,Exam,A*-G,4.8,14.8,23.1,25.1,15.7,8.9,4.1,1.7,,,1.8,67.8,A*-C,572161
GCSE,English Literature,2005,UK,Exam,A*-G,4.3,13.7,22.6,25.6,16.1,9.2,4.6,2.0,,,1.9,66.2,A*-C,568185
GCSE,English Literature,2004,UK,Exam,A*-G,4.3,13.2,21.9,25.7,16.1,9.6,4.9,2.3,,,2.0,65.1,A*-C,576562
GCSE,English Literature,2003,UK,Exam,A*-G,3.9,13.0,23.9,25.1,16.4,9.7,4.3,2.0,,,1.7,65.9,A*-C,560795
GCSE,English Literature,2002,UK,Exam,A*-G,3.8,12.6,23.3,25.7,16.8,9.7,4.5,2.0,,,1.6,65.4,A*-C,543461
GCSE,English Literature,2001,UK,Exam,A*-G,3.8,12.1,22.9,25.3,17.2,10.1,4.9,2.3,,,1.4,64.1,A*-C,538356
GCSE,English Literature,2000,UK,Exam,A*-G,3.7,12.0,22.7,25.5,17.0,10.4,5.2,2.2,,,1.3,63.9,A*-C,512572
GCSE,English Literature,1999,UK,Exam,A*-G,3.6,11.5,21.8,26.3,17.2,10.7,5.5,2.2,,,1.2,63.2,A*-C,501951
GCSE,English Literature,1998,UK,Exam,A*-G,3.6,10.6,19.7,27.8,18.2,11.3,5.4,2.2,,,1.3,61.7,A*-C,490845
GCSE,English Literature,1997,UK,Exam,A*-G,2.8,10.9,21.8,26.8,18.5,11.0,6.0,1.8,,,0.6,62.2,A*-C,492678
GCSE,English Literature,1996,UK,Exam,A*-G,2.7,11.2,22.3,27.0,17.9,11.0,5.7,1.7,,,0.5,63.2,A*-C,491850
GCSE,English Literature,1995,UK,Exam,A*-G,2.6,11.2,23.1,27.2,17.0,11.0,5.7,1.7,,,0.5,64.1,A*-C,474846
GCSE,English Literature,1994,UK,Exam,A*-G,2.5,10.9,22.4,26.9,17.3,10.8,6.9,1.9,,,0.4,62.7,A*-C,429226
GCSE,English Literature,1993,UK,Exam,A*-G,,,,,,,,,,,0.3,61.1,A*-C,449229
GCSE,Expressive Arts,2006,UK,Exam,A*-G,5.5,12.1,17.9,19.3,16.4,12.4,8.5,5.1,,,2.8,54.8,A*-C,10066
GCSE,Expressive Arts,2005,UK,Exam,A*-G,5.5,12.6,16.7,19.8,15.5,12.0,9.3,6.6,,,2.0,54.6,A*-C,9666
GCSE,Expressive Arts,2004,UK,Exam,A*-G,5.1,12.5,17.0,19.4,16.0,12.5,9.1,5.8,,,2.6,54.0,A*-C,9706
GCSE,Expressive Arts,2003,UK,Exam,A*-G,5.6,10.6,17.2,18.8,17.0,13.7,9.6,5.6,,,1.9,52.2,A*-C,8968
GCSE,Food Preparation & Nutrition,2025,England,Exam,9-1,4.2,7.1,9.8,15.2,17.1,15.0,18.5,9.2,3.1,,0.8,68.4,9-4,54447
GCSE,Food Preparation & Nutrition,2024,England,Exam,9-1,3.9,6.6,9.4,15.1,16.4,15.3,18.5,10.1,3.7,,1.0,66.8,9-4,55382
GCSE,Food Preparation & Nutrition,2023,England,Exam,9-1,3.8,6.6,9.0,14.6,16.2,15.9,18.9,10.4,3.7,,0.9,66.1,9-4,52616
GCSE,Food Preparation & Nutrition,2022,England,Exam,9-1,5.5,7.8,10.6,16.2,17.1,15.5,15.4,8.3,2.7,,1.0,72.6,9-4,51203
GCSE,Food Preparation & Nutrition,2021,England,Exam,9-1,6.0,8.6,12.0,16.0,17.3,17.6,13.1,6.2,2.2,,1.0,77.5,9-4,49363
GCSE,Food Preparation & Nutrition,2020,England,Exam,9-1,5.1,7.9,11.6,16.5,18.9,18.6,14.4,5.5,1.4,,0.1,78.6,9-4,47151
GCSE,Food Preparation & Nutrition,2019,England,Exam,9-1,3.2,5.8,8.7,14.2,16.9,15.6,20.5,11.0,3.5,,0.6,64.4,9-4,44925
GCSE,Food Preparation & Nutrition,2018,UK,Exam,A*-G,2.8,5.8,7.8,13.7,16.2,16.0,20.9,12.0,,,0.9,62.3,A*-C,47550
GCSE,Food Preparation & Nutrition,2018,UK,Exam,A*-G,2.8,5.8,7.9,13.6,16.3,16.0,20.8,12.0,,,0.9,62.4,A*-C,47740
GCSE,Food Preparation & Nutrition,2018,UK,Exam,A*-G,1.3,7.4,19.5,26.8,23.4,13.4,4.6,1.8,,,1.8,55.0,A*-C,2008
GCSE,French,2025,England,Exam,9-1,8.7,9.6,11.4,7.9,24.4,10.9,17.0,6.5,2.3,,1.3,72.9,9-4,126980
GCSE,French,2024,England,Exam,9-1,8.1,8.6,11.3,8.4,21.0,13.8,16.8,7.4,3.1,,1.5,71.2,9-4,129026
GCSE,French,2023,England,Exam,9-1,8.0,7.4,10.5,9.1,20.1,15.3,17.9,7.2,2.5,,1.9,70.5,9-4,125151
GCSE,French,2022,England,Exam,9-1,10.3,9.4,11.8,8.9,27.2,10.7,12.9,5.6,2.0,,1.5,78.1,9-4,122746
GCSE,French,2021,England,Exam,9-1,9.3,10.5,13.1,12.4,20.9,16.9,11.1,4.1,1.3,,0.4,83.1,9-4,124739
GCSE,French,2020,England,Exam,9-1,8.3,9.1,12.5,13.3,20.9,18.0,12.6,4.2,1.0,,0.1,82.1,9-4,124204
GCSE,French,2019,England,Exam,9-1,5.1,7.7,10.9,10.9,19.1,16.0,19.2,7.5,2.1,,1.5,69.7,9-4,122803
GCSE,French,2018,UK,Exam,A*-G,5.0,7.6,11.0,10.8,19.7,15.6,19.0,7.8,,,1.1,69.7,A*-C,117925
GCSE,French,2018,UK,Exam,A*-G,5.0,7.7,11.0,10.8,19.7,15.6,19.0,7.7,,,1.1,69.8,A*-C,118837
GCSE,French,2018,UK,Exam,A*-G,14.8,19.4,22.1,24.0,13.9,3.8,1.3,0.4,,,0.3,80.3,A*-C,7913
GCSE,French,2017,UK,Exam,A*-G,10.0,13.4,18.8,27.4,19.6,7.0,2.6,0.9,,,0.3,69.6,A*-C,130509
GCSE,French,2016,UK,Exam,A*-G,10.2,13.3,18.7,27.5,19.9,6.8,2.5,0.8,,,0.3,69.7,A*-C,144892
GCSE,French,2015,UK,Exam,A*-G,10.0,14.1,19.5,27.2,19.2,6.7,2.4,0.7,,,0.2,70.8,A*-C,157699
GCSE,French,2014,UK,Exam,A*-G,9.6,14.2,19.3,26.6,19.5,7.3,2.5,0.8,,,0.2,69.7,A*-C,168042
GCSE,French,2013,UK,Exam,A*-G,9.8,15.0,19.8,25.6,18.3,7.3,2.9,1.0,,,0.3,70.2,A*-C,177288
GCSE,French,2012,UK,Exam,A*-G,10.7,15.6,20.9,24.5,17.1,7.2,2.9,0.8,,,0.3,71.7,A*-C,153436
GCSE,French,2011,UK,Exam,A*-G,10.2,16.6,21.9,23.8,15.9,7.4,2.9,1.0,,,0.3,72.5,A*-C,154221
GCSE,French,2010,UK,Exam,A*-G,10.9,15.8,20.1,25.1,16.6,7.3,3.0,1.0,,,0.2,71.9,A*-C,177618
GCSE,French,2009,UK,Exam,A*-G,11.2,15.1,19.2,24.6,16.8,8.1,3.5,1.2,,,0.3,70.1,A*-C,188688
GCSE,French,2008,UK,Exam,A*-G,10.3,14.7,18.8,24.5,17.3,8.7,3.9,1.5,,,0.3,68.3,A*-C,201940
GCSE,French,2007,UK,Exam,A*-G,9.7,13.5,18.6,24.7,17.2,9.1,4.7,2.0,,,0.5,66.5,A*-C,216718
GCSE,French,2006,UK,Exam,A*-G,9.6,13.2,17.7,24.2,17.5,9.7,5.1,2.4,,,0.6,64.7,A*-C,236189
GCSE,French,2005,UK,Exam,A*-G,8.5,12.3,16.3,23.2,17.9,11.1,6.7,3.1,,,0.9,60.3,A*-C,272140
GCSE,French,2004,UK,Exam,A*-G,7.4,10.7,14.5,21.1,18.1,13.0,8.9,4.9,,,1.4,53.7,A*-C,318095
GCSE,French,2003,UK,Exam,A*-G,6.6,11.3,12.7,20.6,20.1,13.7,8.8,4.7,,,1.5,51.2,A*-C,331089
GCSE,French,2002,UK,Exam,A*-G,7.4,10.9,13.5,21.8,18.6,13.6,8.8,4.6,,,0.8,53.6,A*-C,338468
GCSE,French,2001,UK,Exam,A*-G,7.2,10.8,13.3,22.1,18.3,13.6,9.3,4.8,,,0.6,53.4,A*-C,347007
GCSE,French,2000,UK,Exam,A*-G,6.6,11.6,14.0,20.5,18.1,14.2,9.7,4.7,,,0.6,52.7,A*-C,341004
GCSE,French,1999,UK,Exam,A*-G,6.4,11.7,14.4,19.9,18.7,14.5,9.5,4.3,,,0.6,52.4,A*-C,335816
GCSE,French,1998,UK,Exam,A*-G,6.3,11.9,13.9,18.6,19.2,15.1,9.7,4.6,,,0.7,50.7,A*-C,335698
GCSE,French,1997,UK,Exam,A*-G,4.1,15.1,14.9,17.2,18.5,13.4,10.8,5.2,,,0.8,51.2,A*-C,328299
GCSE,French,1996,UK,Exam,A*-G,4.4,14.8,14.6,17.2,18.2,13.5,11.1,5.5,,,0.7,51.0,A*-C,342751
GCSE,French,1995,UK,Exam,A*-G,4.3,14.3,14.0,17.4,17.8,13.7,11.9,5.7,,,0.9,50.0,A*-C,350027
GCSE,French,1994,UK,Exam,A*-G,4.1,14.9,14.0,16.6,18.3,14.2,12.1,5.1,,,0.7,49.6,A*-C,324343
GCSE,French,1993,UK,Exam,A*-G,,,,,,,,,,,1.3,48.7,A*-C,315246
GCSE,Geography,2025,England,Exam,9-1,4.9,8.4,11.6,14.2,13.6,12.5,15.6,10.7,6.6,,2.0,65.1,9-4,288664
GCSE,Geography,2024,England,Exam,9-1,4.8,8.1,11.6,13.9,13.8,12.8,15.9,11.0,6.3,,1.8,65.0,9-4,283154
GCSE,Geography,2023,England,Exam,9-1,4.9,8.0,11.6,13.6,13.8,12.9,15.7,10.9,6.7,,1.9,64.8,9-4,279082
GCSE,Geography,2022,England,Exam,9-1,7.8,10.1,12.4,14.9,14.4,12.4,11.9,9.5,5.0,,1.6,72.1,9-4,274903
GCSE,Geography,2021,England,Exam,9-1,9.7,11.3,13.3,14.6,14.3,13.6,11.5,7.1,3.7,,0.9,76.8,9-4,266903
GCSE,Geography,2020,England,Exam,9-1,7.4,9.9,12.8,15.0,15.0,15.4,13.0,7.5,3.5,,0.5,75.5,9-4,255344
GCSE,Geography,2019,England,Exam,9-1,4.8,8.2,11.5,14.1,14.0,12.6,16.4,10.8,5.9,,1.7,65.2,9-4,251121
GCSE,Geography,2018,UK,Exam,A*-G,4.8,8.0,11.0,13.8,14.0,13.0,15.9,11.2,,,1.7,64.6,A*-C,242268
GCSE,Geography,2018,UK,Exam,A*-G,4.8,8.0,11.1,13.9,13.9,13.0,15.9,11.1,,,1.7,64.7,A*-C,243392
GCSE,Geography,2018,UK,Exam,A*-G,9.2,20.5,24.8,21.1,12.5,6.6,3.3,1.4,,,0.6,75.6,A*-C,13028
GCSE,Geography,2017,UK,Exam,A*-G,8.3,15.4,19.6,21.5,15.7,9.8,5.7,2.8,,,1.3,64.8,A*-C,245964
GCSE,Geography,2016,UK,Exam,A*-G,8.3,16.3,20.2,21.6,15.3,9.1,5.4,2.7,,,1.2,66.3,A*-C,244033
GCSE,Geography,2015,UK,Exam,A*-G,9.2,17.7,20.7,21.5,14.9,8.6,4.4,2.2,,,0.8,69.1,A*-C,228075
GCSE,Geography,2014,UK,Exam,A*-G,9.2,17.3,20.7,21.8,15.0,8.5,4.5,2.2,,,0.8,69.0,A*-C,225149
GCSE,Geography,2013,UK,Exam,A*-G,9.5,17.5,20.4,21.6,15.3,8.4,4.3,2.2,,,0.8,69.0,A*-C,222852
GCSE,Geography,2012,UK,Exam,A*-G,9.6,18.7,20.4,21.2,15.0,8.0,4.2,2.0,,,0.9,69.9,A*-C,187022
GCSE,Geography,2011,UK,Exam,A*-G,10.4,18.2,20.0,21.5,14.8,7.8,4.2,2.1,,,1.0,70.1,A*-C,180737
GCSE,Geography,2010,UK,Exam,A*-G,11.3,16.9,18.3,23.0,16.0,7.5,3.7,1.7,,,1.6,69.5,A*-C,194599
GCSE,Geography,2009,UK,Exam,A*-G,10.6,16.5,18.2,23.2,15.4,7.9,4.3,2.1,,,1.8,68.5,A*-C,196018
GCSE,Geography,2008,UK,Exam,A*-G,10.4,16.2,18.2,23.4,15.1,8.1,4.4,2.3,,,1.9,68.2,A*-C,203862
GCSE,Geography,2007,UK,Exam,A*-G,9.9,15.3,17.6,24.0,15.5,8.4,4.7,2.4,,,2.2,66.8,A*-C,213124
GCSE,Geography,2006,UK,Exam,A*-G,9.2,14.9,17.4,24.4,15.3,8.7,5.0,2.7,,,2.4,65.9,A*-C,213469
GCSE,Geography,2005,UK,Exam,A*-G,9.1,14.0,17.1,24.3,15.3,9.0,5.5,3.0,,,2.7,64.5,A*-C,216756
GCSE,Geography,2004,UK,Exam,A*-G,8.0,13.9,16.7,24.1,15.2,10.1,6.0,3.3,,,2.7,62.7,A*-C,227832
GCSE,Geography,2003,UK,Exam,A*-G,7.3,13.3,16.8,23.9,16.1,10.1,6.2,3.4,,,2.9,61.3,A*-C,232830
GCSE,Geography,2002,UK,Exam,A*-G,6.8,13.1,16.7,23.6,16.9,10.7,6.6,3.4,,,2.2,60.2,A*-C,240310
GCSE,Geography,2001,UK,Exam,A*-G,7.7,13.0,16.1,23.1,16.2,11.1,6.9,3.4,,,2.5,59.9,A*-C,253756
GCSE,Geography,2000,UK,Exam,A*-G,5.2,13.1,16.8,23.1,17.3,11.4,7.2,3.6,,,2.3,58.2,A*-C,251605
GCSE,Geography,1999,UK,Exam,A*-G,4.8,12.6,16.7,23.3,17.7,11.7,7.4,3.6,,,2.2,57.4,A*-C,257294
GCSE,Geography,1998,UK,Exam,A*-G,4.6,12.2,16.5,22.8,18.1,12.3,7.7,3.7,,,2.0,56.1,A*-C,265573
GCSE,Geography,1997,UK,Exam,A*-G,3.9,12.4,18.5,20.2,16.8,13.2,9.0,4.3,,,1.6,55.1,A*-C,290201
GCSE,Geography,1996,UK,Exam,A*-G,4.0,11.6,17.9,20.2,17.2,13.6,9.2,4.5,,,1.8,53.7,A*-C,302298
GCSE,Geography,1995,UK,Exam,A*-G,3.8,11.2,17.3,19.7,17.4,14.3,9.5,4.8,,,2.0,52.0,A*-C,290365
GCSE,Geography,1994,UK,Exam,A*-G,3.4,10.8,17.5,20.0,17.8,14.1,9.6,4.8,,,2.0,51.7,A*-C,267012
GCSE,Geography,1993,UK,Exam,A*-G,,,,,,,,,,,2.3,50.7,A*-C,262037
GCSE,German,2025,England,Exam,9-1,10.9,10.6,12.5,11.6,19.6,14.4,13.6,4.7,1.4,,0.7,79.6,9-4,32297
GCSE,German,2024,England,Exam,9-1,10.4,9.9,11.7,11.3,19.1,14.9,13.9,5.5,2.2,,0.9,77.5,9-4,34708
GCSE,German,2023,England,Exam,9-1,9.3,8.3,10.0,12.7,20.8,15.7,14.3,5.5,2.1,,1.1,76.9,9-4,33677
GCSE,German,2022,England,Exam,9-1,12.4,10.1,12.6,12.0,24.7,11.8,9.5,4.7,1.4,,0.9,83.5,9-4,34966
GCSE,German,2021,England,Exam,9-1,11.5,11.5,15.0,15.1,19.8,14.7,8.5,2.9,0.8,,0.2,87.6,9-4,36933
GCSE,German,2020,England,Exam,9-1,9.6,10.2,14.3,16.0,20.8,15.9,9.5,3.0,0.6,,0.1,86.8,9-4,40748
GCSE,German,2019,England,Exam,9-1,5.8,7.3,11.1,14.1,19.6,17.9,15.9,5.4,1.6,,1.3,75.8,9-4,41222
GCSE,German,2018,UK,Exam,A*-G,5.4,7.3,10.8,14.0,20.4,17.2,16.0,6.0,,,1.0,75.1,A*-C,42509
GCSE,German,2018,UK,Exam,A*-G,5.5,7.3,10.8,14.0,20.3,17.3,16.0,5.9,,,1.0,75.2,A*-C,42809
GCSE,German,2018,UK,Exam,A*-G,14.6,20.7,22.8,24.9,11.5,3.9,1.0,0.3,,,0.3,83.0,A*-C,1726
GCSE,German,2017,UK,Exam,A*-G,8.2,15.3,23.2,28.1,17.3,5.7,1.7,0.5,,,0.1,74.8,A*-C,43649
GCSE,German,2016,UK,Exam,A*-G,8.0,14.7,23.0,28.2,17.7,5.9,1.8,0.5,,,0.2,74.0,A*-C,50271
GCSE,German,2015,UK,Exam,A*-G,8.5,14.8,22.9,28.4,17.7,5.4,1.6,0.6,,,0.1,74.6,A*-C,54037
GCSE,German,2014,UK,Exam,A*-G,8.4,14.7,23.0,27.9,17.4,5.9,2.0,0.5,,,0.2,74.0,A*-C,59891
GCSE,German,2013,UK,Exam,A*-G,9.2,15.0,23.2,27.5,16.3,5.9,2.1,0.6,,,0.2,74.9,A*-C,62932
GCSE,German,2012,UK,Exam,A*-G,9.6,16.1,23.3,26.6,15.5,5.8,2.2,0.7,,,0.2,75.6,A*-C,57547
GCSE,German,2011,UK,Exam,A*-G,9.1,16.2,24.6,25.9,14.8,5.9,2.3,0.9,,,0.3,75.8,A*-C,60887
GCSE,German,2010,UK,Exam,A*-G,9.5,16.1,21.1,28.5,15.7,5.6,2.4,0.9,,,0.2,75.2,A*-C,70169
GCSE,German,2009,UK,Exam,A*-G,9.2,15.8,21.1,27.9,15.4,6.3,2.7,1.3,,,0.3,74.0,A*-C,73469
GCSE,German,2008,UK,Exam,A*-G,9.3,15.1,20.2,27.4,16.4,6.7,3.1,1.5,,,0.3,72.0,A*-C,76695
GCSE,German,2007,UK,Exam,A*-G,8.9,14.8,20.0,27.7,16.0,7.2,3.5,1.6,,,0.3,71.4,A*-C,81061
GCSE,German,2006,UK,Exam,A*-G,8.6,13.9,18.8,28.0,16.7,7.7,4.0,1.9,,,0.4,69.3,A*-C,90311
GCSE,German,2005,UK,Exam,A*-G,7.9,13.7,18.0,27.0,17.2,8.6,4.6,2.4,,,0.6,66.6,A*-C,105288
GCSE,German,2004,UK,Exam,A*-G,6.7,11.2,16.0,25.7,17.7,10.7,7.0,3.9,,,1.1,59.6,A*-C,122023
GCSE,German,2003,UK,Exam,A*-G,6.2,11.1,13.4,24.7,21.8,11.8,6.7,3.3,,,1.0,55.4,A*-C,125663
GCSE,German,2002,UK,Exam,A*-G,7.6,11.4,15.0,24.2,18.4,12.1,7.3,3.5,,,0.5,58.2,A*-C,126216
GCSE,German,2001,UK,Exam,A*-G,7.1,11.6,15.0,23.7,18.6,12.2,7.4,3.8,,,0.6,57.4,A*-C,135133
GCSE,German,2000,UK,Exam,A*-G,7.6,12.2,14.9,21.7,17.5,12.5,8.3,4.5,,,0.8,56.4,A*-C,133659
GCSE,German,1999,UK,Exam,A*-G,6.6,12.5,16.0,21.7,17.9,12.4,8.3,4.0,,,0.6,56.8,A*-C,135158
GCSE,German,1998,UK,Exam,A*-G,7.0,13.0,16.0,20.2,18.1,13.3,8.1,3.8,,,0.6,56.2,A*-C,133683
GCSE,German,1997,UK,Exam,A*-G,5.7,16.3,15.4,18.5,18.0,12.1,8.9,4.1,,,1.0,55.9,A*-C,132615
GCSE,German,1996,UK,Exam,A*-G,5.2,16.0,15.7,18.6,17.6,12.0,9.5,4.6,,,0.8,55.5,A*-C,132212
GCSE,German,1995,UK,Exam,A*-G,5.4,16.0,15.0,18.6,17.2,12.0,9.6,5.4,,,0.8,55.0,A*-C,129386
GCSE,German,1994,UK,Exam,A*-G,5.1,18.5,16.7,18.2,15.8,11.0,8.9,4.8,,,1.0,58.5,A*-C,118092
GCSE,German,1993,UK,Exam,A*-G,,,,,,,,,,,1.2,57.2,A*-C,107561
GCSE,Greek,2003,UK,Exam,A*-G,55.7,22.0,10.7,6.9,2.3,0.7,1.0,0.5,,,0.2,95.3,A*-C,1029
GCSE,Greek,2002,UK,Exam,A*-G,54.6,24.8,11.2,6.2,1.5,1.3,0.2,0.1,,,0.1,96.8,A*-C,961
GCSE,Greek,2001,UK,Exam,A*-G,49.3,26.6,12.8,7.2,2.3,1.1,0.4,0.2,,,0.1,95.9,A*-C,1001
GCSE,Greek,2000,UK,Exam,A*-G,48.3,26.2,13.2,6.8,3.4,0.5,0.2,0.1,,,1.3,94.5,A*-C,934
GCSE,Greek,1999,UK,Exam,A*-G,48.7,25.3,12.2,8.8,3.4,0.7,0.8,0.0,,,0.1,95.0,A*-C,928
GCSE,Greek,1998,UK,Exam,A*-G,50.3,27.0,12.7,6.0,2.7,0.8,0.0,0.1,,,0.4,96.0,A*-C,980
GCSE,Greek,1997,UK,Exam,A*-G,50.7,26.2,11.5,7.6,3.1,0.3,0.0,0.1,,,0.5,96.0,A*-C,947
GCSE,Greek,1996,UK,Exam,A*-G,48.0,24.6,14.4,7.2,3.3,0.4,0.1,0.0,,,2.0,94.2,A*-C,985
GCSE,Greek,1995,UK,Exam,A*-G,48.3,26.4,14.1,7.4,2.3,1.0,0.3,0.1,,,0.1,96.2,A*-C,1209
GCSE,Greek,1994,UK,Exam,A*-G,44.5,29.4,13.7,6.8,3.1,1.5,0.9,0.0,,,0.0,94.4,A*-C,1155
GCSE,Greek,1993,UK,Exam,A*-G,,,,,,,,,,,0.6,92.5,A*-C,1271
GCSE,Health & Social Care,2018,UK,Exam,A*-G,1.9,8.9,18.6,24.8,19.8,12.4,6.8,4.1,,,2.7,54.2,A*-C,14822
GCSE,Health & Social Care,2017,UK,Exam,A*-G,2.3,8.5,17.8,25.1,19.4,12.4,7.6,4.4,,,2.6,53.7,A*-C,20306
GCSE,Health & Social Care,2016,UK,Exam,A*-G,2.7,8.5,18.6,24.3,19.7,12.0,7.3,4.3,,,2.6,54.2,A*-C,21469
GCSE,Health & Social Care,2015,UK,Exam,A*-G,1.7,8.9,19.4,25.2,19.3,11.6,7.0,4.3,,,2.6,55.2,A*-C,19869
GCSE,Health & Social Care,2014,UK,Exam,A*-G,2.3,8.6,18.8,25.0,19.0,11.8,7.4,4.0,,,3.1,54.7,A*-C,16085
GCSE,Health & Social Care,2013,UK,Exam,A*-G,1.6,7.7,18.2,25.1,19.7,12.1,8.0,5.3,,,2.3,52.6,A*-C,11016
GCSE,Health & Social Care,2012,UK,Exam,A*-G,1.6,8.2,19.2,25.1,18.2,12.2,8.4,4.8,,,2.3,54.1,A*-C,8177
